business_type,cohort_date,province,industry_l1,industry_l2,industry_l3,primary_service,buuid,plan_created,charge_rate,principal_amount,total_amount_payable,total_amount_paid,plan_state
Company,2020-09-01 00:00:00,Mpumalanga,"Healthcare, beauty and fitness",Beauty,Hair salon / barber shop,Card Machine,1600705580861-e1614d10-3dbe-48f0-90ee-a759401a688e,2021-10-20 20:33:06,8,2500,3100,1024.16,open
Sole Proprietor,2020-09-01 00:00:00,Kwazulu-Natal,Retail,Retail apparel,Clothing and Accessories,Card Machine,1600278371137-84fc3978-ebc2-4db2-8fe7-9215e345041e,2021-10-25 09:26:59,10,60000,78050,4266.3,open
Company,2020-10-01 00:00:00,Gauteng,"Food, drink and hospitality",Sit-in,Bar/Club/Wine Farm,Card Machine,1601143966709-5caad4c0-07bb-49cc-aece-6bb214687b37,2021-11-23 10:47:21,16,6000,7370,,collections_on_hold
Sole Proprietor,2020-10-01 00:00:00,Gauteng,Retail,Retail art,Craft market,Card Machine,1599921216659-cf280026-34a3-425d-becd-6740a11ab08e,2021-11-16 19:05:08,20,2500,3050,1679.8,open
Company,2020-10-01 00:00:00,Gauteng,Online,Online,Online Retail,Card Machine,1602209959108-b2ca800e-716d-4bc9-b4ae-dc3714225437,2021-11-08 12:47:46,24,13000,16950,3244.56,open
Sole Proprietor,2020-10-01 00:00:00,Mpumalanga,Retail,Other retail,Other Retail,Card Machine,1520416524678-16a3d281-ccda-41d3-8f98-19ff36bc54ca,2021-11-03 07:19:29,23,18000,23450,4199.66,open
Company,2020-10-01 00:00:00,Gauteng,"Healthcare, beauty and fitness",Beauty,Beauty salon/Spa,Card Machine,1602526736878-bbecf014-f9ad-4eea-a4c2-dcccd326a8d0,2021-10-07 11:13:42,21,16000,20850,5138.28,open
Sole Proprietor,2020-10-01 00:00:00,Gauteng,"Food, drink and hospitality",Takeaway,Food truck / cart,Card Machine,1602591874326-dc4a887a-6552-42f4-9baf-06f063b08bfc,2021-09-05 06:05:30,22,11000,14240,1523.37,open
Sole Proprietor,2020-10-01 00:00:00,Western Cape,"Food, drink and hospitality",Takeaway,Caterer,Card Machine,1603133688552-6384da6d-809f-46ce-87cc-90eb0518ed78,2021-09-16 11:02:27,5,10000,13050,4573.75,collections_on_hold
Sole Proprietor,2020-10-01 00:00:00,Gauteng,"Food, drink and hospitality",Takeaway,Caterer,Card Machine,1603192175196-d29e0d2e-ec01-42c9-a937-e4c08b15b8e4,2021-11-25 13:05:39,17,3000,3710,,collections_on_hold
Company,2020-10-01 00:00:00,Gauteng,Retail,Retail apparel,Clothing and Accessories,Card Machine,1600853660018-a09878f1-9e05-4f16-a9b9-aeb8cb2d5b98,2021-10-17 07:47:37,20,26000,33850,4979,open
Sole Proprietor,2020-10-01 00:00:00,Western Cape,"Food, drink and hospitality",Sit-in,Wine Farm,Card Machine,1603699788385-1f7365fc-0ad7-4e03-8a5c-3160d95e2eae,2021-11-02 11:57:25,23,20000,26050,26050,finished
Sole Proprietor,2020-10-01 00:00:00,Gauteng,Retail,Retail art,Craft market,Card Machine,1603979100992-1bdf7033-0c34-4628-a5b9-367bb7480eb9,2021-11-10 16:25:42,23,42000,54650,11091.75,open
Company,2020-11-01 00:00:00,Mpumalanga,Retail,Retail home,Furniture / Home goods,Card Machine,1604335822595-26bedcfc-e118-4b8d-ad14-213ebdaab2fb,2021-11-19 11:29:09,23,20000,26050,,collections_on_hold
Company,2020-11-01 00:00:00,North West,"Healthcare, beauty and fitness",Beauty,Beauty salon/Spa,Payment Request,1604411215634-afd78c61-fac2-4a6a-bf90-f421a0253f2c,2021-11-29 12:52:19,10,21000,36114,2794.4,open
Company,2020-08-01 00:00:00,Gauteng,"Food, drink and hospitality",Sit-in,Café,Payment Request,1597923599214-dfe8e11a-0c3b-4fb2-aabf-33c05e834e4c,2021-11-11 16:42:08,12,20000,26050,1307.04,open
Sole Proprietor,2020-09-01 00:00:00,Free State,Retail,Retail apparel,Clothing and Accessories,Card Machine,1598701889714-1057e1ce-a9bd-4ffc-bdb7-6da1747b6896,2021-11-04 10:47:22,23,17000,22150,7527.37,open
Sole Proprietor,2020-09-01 00:00:00,Western Cape,Leisure and entertainment,Public,Ticketing,Card Machine,1599049344521-6c95a062-c704-40fe-ad94-5dacdc4b1227,2021-11-26 06:39:28,24,7000,9150,424.8,open
Sole Proprietor,2020-09-01 00:00:00,Kwazulu-Natal,"Healthcare, beauty and fitness",Beauty,Hair salon / barber shop,Card Machine,1571661067401-2ee4fd92-a045-43d3-8c5c-a489fafaeae8,2021-11-18 17:36:32,27,25000,30550,,collections_on_hold
Sole Proprietor,2020-09-01 00:00:00,Mpumalanga,"Food, drink and hospitality",Takeaway,Bakery,Card Machine,1600169519359-86e97cee-d431-46a9-8d12-328376f80e6f,2021-09-01 19:35:54,22,14500,18900,17124.91,open
Sole Proprietor,2020-09-01 00:00:00,Gauteng,Transportation,Personal transportation,Car Rental,Card Machine,1600109608030-bd41f5c9-1251-40d1-b51f-3ab4745e83fd,2021-10-04 18:42:09,5,5000,6500,2195,open
Sole Proprietor,2020-09-01 00:00:00,Mpumalanga,Retail,Other retail,Pet store,Card Machine,1600281487982-c7c4910f-638f-4b36-ad54-f8a0d8f28bb5,2021-11-17 10:07:36,23,138000,179450,7656.58,open
Company,2020-09-01 00:00:00,Kwazulu-Natal,Retail,Retail apparel,Clothing and Accessories,Card Machine,1600366146637-cc09218c-024f-47d8-b3ef-74847ddfeb6f,2021-09-29 05:52:23,26,304000,470253,202556.23,open
Sole Proprietor,2020-09-01 00:00:00,Gauteng,Retail,Other retail,Other Retail,Card Machine,1600687726192-b0f30e7b-5019-4572-8723-d1ba81d08997,2021-09-02 14:21:08,21,18500,35839,5051.76,open
Sole Proprietor,2020-09-01 00:00:00,Gauteng,"Healthcare, beauty and fitness",Beauty,Hair salon / barber shop,Card Machine,1600704281406-78ab0207-2160-4cb0-ae39-c14554429525,2021-11-24 09:33:20,16,2500,3100,,collections_on_hold
Sole Proprietor,2020-09-01 00:00:00,Northern Cape,"Food, drink and hospitality",Takeaway,Bakery,Card Machine,1601025885108-5ecc6ce8-fd9c-4bd5-8838-bb65f6a2ad3d,2021-09-23 13:15:34,21,7500,9800,4133.28,open
Sole Proprietor,2020-09-01 00:00:00,Kwazulu-Natal,Retail,Retail art,Craft market,Card Machine,1601033151419-dccfb6b1-a340-4bdb-9a9c-ff0e3fab003d,2021-10-30 02:46:14,17,20000,26050,3113.55,open
Sole Proprietor,2020-09-01 00:00:00,Eastern Cape,"Food, drink and hospitality",Sit-in,Wine Farm,Card Machine,1601327432887-f3c249ed-81ab-4102-a9f6-bb532d8ab21f,2021-11-04 02:12:20,23,64000,83250,14974.84,open
Company,2020-09-01 00:00:00,Gauteng,"Healthcare, beauty and fitness",Beauty,Hair salon / barber shop,Card Machine,1601379502602-a3921a8f-57cd-4784-997d-d693b0343d75,2021-10-21 08:21:38,23,50000,83682,15942.68,open
Sole Proprietor,2020-10-01 00:00:00,Kwazulu-Natal,"Healthcare, beauty and fitness",Beauty,Hair salon / barber shop,Card Machine,1564388037836-d962fd90-ad0d-46b8-a8f2-6d9e26b35d20,2021-10-14 08:52:41,24,8000,10450,3651.6,open
Company,2020-10-01 00:00:00,Western Cape,"Healthcare, beauty and fitness",Beauty,Beauty salon/Spa,Payment Request,1601975091212-20954120-decc-41f2-84e2-0c48da0afebe,2021-11-25 13:31:19,24,10500,13700,,collections_on_hold
Company,2020-10-01 00:00:00,Eastern Cape,"Food, drink and hospitality",Sit-in,Café,Card Machine,1602616252104-d6411512-e307-42fc-9951-80a03c3537a9,2021-11-02 09:49:55,23,90000,265889,28473.28,open
Company,2020-10-01 00:00:00,Eastern Cape,"Food, drink and hospitality",Sit-in,Café,Card Machine,1602616252104-d6411512-e307-42fc-9951-80a03c3537a9,2021-09-02 13:55:36,24,45000,185450,185450,finished
Company,2020-10-01 00:00:00,Western Cape,"Healthcare, beauty and fitness",Beauty,Beauty salon/Spa,Card Machine,1548943308134-6e663c16-2bea-4ed3-9de9-737ac9159f54,2021-09-12 18:59:24,7,3000,3710,3362.87,open
Sole Proprietor,2020-10-01 00:00:00,Free State,"Food, drink and hospitality",Sit-in,Café,Card Machine,1603872050062-6b79daa1-a207-44bd-b5df-dec8e072d062,2021-10-01 12:10:48,22,159000,206750,50135.36,open
Sole Proprietor,2020-10-01 00:00:00,Northern Cape,"Food, drink and hospitality",Takeaway,Caterer,Card Machine,1603961301013-84ca0fa8-afc4-4281-8a4f-c0707a42559e,2021-11-01 03:38:11,23,61000,80862,13373.78,open
Sole Proprietor,2020-10-01 00:00:00,Western Cape,"Food, drink and hospitality",Sit-in,Restaurant,Card Machine,1603972931980-ce90350c-7c96-4266-b262-eeb96046b601,2021-11-22 12:33:37,23,30000,39050,,collections_on_hold
Sole Proprietor,2020-11-01 00:00:00,Gauteng,"Food, drink and hospitality",Sit-in,Bar/Club/Wine Farm,Card Machine,1604350276359-57c472c8-470f-4246-bfcc-fcea14a644b8,2021-10-21 06:30:46,23,15000,27221,6110.97,open
Company,2020-11-01 00:00:00,Western Cape,Retail,Retail transport,Automotive Parts/Accessories,Card Machine,1604683544611-56d8456a-7121-4883-95e1-8fecf9668346,2021-10-06 13:57:33,21,5000,6550,1048.11,open
Sole Proprietor,2020-11-01 00:00:00,Gauteng,"Food, drink and hospitality",Sit-in,Wine Farm,Card Machine,1604460055215-665c5b67-b154-4162-813c-8767dada1422,2021-11-27 10:41:53,23,20000,26050,833.98,open
Sole Proprietor,2020-11-01 00:00:00,Western Cape,Retail,Retail art,Craft market,Card Machine,1604843986967-6453feb4-48e0-49e1-b235-a4e46754e184,2021-11-12 09:20:36,23,20000,25650,7946.5,open
Sole Proprietor,2020-11-01 00:00:00,Western Cape,Retail,Retail art,Craft market,Card Machine,1604843986967-6453feb4-48e0-49e1-b235-a4e46754e184,2021-11-12 09:20:36,23,20000,25650,7946.5,open
Sole Proprietor,2020-11-01 00:00:00,Kwazulu-Natal,Home and repair,Asset repair,Automotive services,Card Machine,1605852298634-90fac61e-7686-4ecd-aca1-d7bb7b5374c8,2021-10-14 04:32:15,21,21000,27575,9778.55,open
Sole Proprietor,2020-11-01 00:00:00,Eastern Cape,Retail,Retail transport,Automotive Parts/Accessories,Card Machine,1605254799489-911b91be-177c-4027-aa03-4fff36a2b4bf,2021-10-25 06:23:37,24,9000,11750,3110.88,open
Company,2020-07-01 00:00:00,Eastern Cape,Retail,Other retail,Other Retail,Card Machine,1595395943853-5bb84bf0-415e-4494-ad2b-2c5b479e4c3c,2021-09-20 09:46:29,22,46000,165841,24712.09,open
Company,2020-07-01 00:00:00,Gauteng,"Food, drink and hospitality",Sit-in,Restaurant,Payment Request,1594811276541-adccd34d-9b50-4b05-8ab5-10ab2e5c49a0,2021-09-23 13:02:37,20,2500,3100,766.2,open
Sole Proprietor,2020-08-01 00:00:00,Western Cape,"Healthcare, beauty and fitness",Beauty,Hair salon / barber shop,Card Machine,1584436738478-d56e580d-8d1a-4048-a8b0-1eeff44f999f,2021-09-08 07:36:20,22,6000,7850,2810.5,open
Sole Proprietor,2020-08-01 00:00:00,Mpumalanga,Retail,Retail apparel,Jewelry and watches,Payment Request,1598015018887-e34a35d6-f8a6-4a62-888f-20ba1ec92b2b,2021-09-06 12:30:22,17,10000,13050,5285.04,open
Sole Proprietor,2020-08-01 00:00:00,Gauteng,Retail,Retail art,Craft market,Card Machine,1598342121627-f9d45553-51f9-414e-8bf6-1a54c772bc0c,2021-10-28 09:35:22,23,28000,36450,8352.45,open
Sole Proprietor,2020-08-01 00:00:00,Western Cape,"Food, drink and hospitality",Sit-in,Bar/Club/Wine Farm,Card Machine,1598528816226-8bdc12a6-578c-4b81-9f70-c45f222735f1,2021-11-08 13:47:59,13,110000,143050,14891.66,open
Sole Proprietor,2020-08-01 00:00:00,Gauteng,"Food, drink and hospitality",Takeaway,Caterer,Card Machine,1598461134697-b07bd6f4-592e-49ed-869b-4c8284f8c239,2021-10-04 13:31:17,19,2500,3100,569.08,open
Sole Proprietor,2020-09-01 00:00:00,Gauteng,"Healthcare, beauty and fitness",Beauty,Beauty salon/Spa,Payment Request,1599470401187-b2d81018-c14a-4f56-898b-f5168d2c5cda,2021-10-17 16:37:47,23,35000,45550,14087.5,open
Company,2020-09-01 00:00:00,Gauteng,Retail,Retail transport,Automotive Parts/Accessories,Card Machine,1596085748663-6abfe666-d371-4ccc-9d60-984e9137d0e1,2021-11-29 12:56:14,23,62000,80650,2130.03,open
Company,2020-09-01 00:00:00,Kwazulu-Natal,Retail,Retail apparel,Clothing and Accessories,Card Machine,1599985948074-e34aa8d8-6f82-4881-8b1b-3b4de8e34157,2021-11-14 11:25:47,5,10000,11850,3984.95,open
Sole Proprietor,2020-09-01 00:00:00,Western Cape,Home and repair,Home repair,Cleaning/Laundry Services,Card Machine,1600439784651-1d916357-ed89-45df-91a8-49b2d0a9df79,2021-11-12 10:10:33,21,26000,33850,3983.69,open
Company,2020-09-01 00:00:00,North West,"Food, drink and hospitality",Sit-in,Bar/Club/Wine Farm,Card Machine,1600701694631-69bc4eea-4ba5-4d6f-8d8c-3273972ac942,2021-10-05 09:33:44,21,71000,92350,25972.06,open
Sole Proprietor,2020-09-01 00:00:00,Gauteng,"Food, drink and hospitality",Other food,"Other Food, Drink & Hospitality",Card Machine,1563262255688-0b2a1261-8478-420c-8064-c13dc6e697bb,2021-11-16 08:23:08,24,11000,14350,658.56,open
Sole Proprietor,2020-09-01 00:00:00,Gauteng,Retail,Retail apparel,Clothing and Accessories,Card Machine,1600419406798-c43cffa6-68fa-4563-9d60-77becfd95383,2021-11-04 08:08:09,24,31000,62424,4996.56,open
Company,2020-09-01 00:00:00,Gauteng,"Food, drink and hospitality",Sit-in,Bar/Club/Wine Farm,Card Machine,1601225987855-4b4a2703-0582-4907-9246-7be93322afa8,2021-10-21 11:19:43,23,58000,83371,16555.12,open
Company,2020-10-01 00:00:00,Western Cape,Retail,Other retail,Other Retail,Card Machine,1602687472746-0340c408-1e1a-4d4f-8ecd-4cc8c5ecb6fe,2021-09-30 10:26:41,21,36000,46850,15977.85,open
Sole Proprietor,2020-10-01 00:00:00,Free State,"Food, drink and hospitality",Other food,"Other Food, Drink & Hospitality",Card Machine,1603288796282-ec72e024-1a80-4585-a58b-99369e5d87ff,2021-11-25 12:29:31,24,5500,7200,,collections_on_hold
Sole Proprietor,2020-10-01 00:00:00,Gauteng,"Food, drink and hospitality",Sit-in,Bar/Club/Wine Farm,Card Machine,1588934106217-c158bb9b-01d0-463f-8dea-ad7c39b4ef86,2021-10-13 18:34:15,24,25000,32300,7133.52,open
Sole Proprietor,2020-10-01 00:00:00,Western Cape,"Food, drink and hospitality",Sit-in,Restaurant,Card Machine,1603489440471-968672ec-c7d2-43cf-bab2-d7a3ad95a322,2021-11-03 18:21:21,23,17500,93349,6502.21,open
Sole Proprietor,2020-10-01 00:00:00,Western Cape,"Healthcare, beauty and fitness",Beauty,Beauty salon/Spa,Card Machine,1603704350371-a52a74e2-b0bc-4b2d-980c-421361ee22ac,2021-10-20 14:33:59,22,10500,20694,4832.52,open
Sole Proprietor,2020-10-01 00:00:00,Gauteng,"Food, drink and hospitality",Takeaway,Caterer,Card Machine,1603703596542-f7d93d2c-55d1-4c0c-8718-591a42e4c3a0,2021-11-18 15:55:48,24,6500,8500,,collections_on_hold
Company,2020-11-01 00:00:00,Western Cape,Travel and tourism,Other tourism,Tour operator/Travel Agent,Card Machine,1604089429828-87c887b2-f9d0-4711-accf-d13afa9afabf,2021-11-09 08:32:05,24,102000,132650,12503.76,open
Company,2020-11-01 00:00:00,Western Cape,"Food, drink and hospitality",Sit-in,Restaurant,Card Machine,1604069027900-21bce88e-3ec1-48ab-bba5-d82e666cd6c1,2021-10-27 15:55:33,5,25000,29550,9374.68,open
Company,2020-11-01 00:00:00,Gauteng,Travel and tourism,Accomodation,Bed and Breakfast,Card Machine,1574859361309-b965e9cb-6af9-4b52-8510-0a7383fa3881,2021-10-01 05:57:20,23,20000,25850,10390.01,open
Sole Proprietor,2020-11-01 00:00:00,Mpumalanga,Retail,Retail home,Food/Beverage/Grocery,Card Machine,1604044975031-2ee48e26-c101-4555-9bf7-fb58582a3a95,2021-11-09 11:59:03,24,16500,21500,1773.12,open
Sole Proprietor,2020-11-01 00:00:00,Gauteng,"Food, drink and hospitality",Sit-in,Bar/Club/Wine Farm,Card Machine,1579370725275-accbe3d1-aae6-43f6-a636-1f914420580e,2021-10-14 05:38:20,21,38000,49450,10434.9,open
Sole Proprietor,2020-11-01 00:00:00,Mpumalanga,"Healthcare, beauty and fitness",Beauty,Hair salon / barber shop,Card Machine,1604927399293-029b5df4-229e-4d32-b31a-86df681f0feb,2021-10-01 18:06:12,21,15000,22834,6777.75,open
Sole Proprietor,2020-11-01 00:00:00,Mpumalanga,"Healthcare, beauty and fitness",Beauty,Hair salon / barber shop,Card Machine,1604927399293-029b5df4-229e-4d32-b31a-86df681f0feb,2021-10-01 18:06:12,21,15000,22834,6777.75,open
Sole Proprietor,2020-11-01 00:00:00,Western Cape,"Healthcare, beauty and fitness",Health,Medical & Health Practitioners/Services,Card Machine,1605701854163-802c3ee8-d169-4387-a9ae-f0246e81bcf3,2021-10-06 12:45:08,8,2500,3100,1420,open
Sole Proprietor,2020-07-01 00:00:00,Gauteng,"Healthcare, beauty and fitness",Beauty,Hair salon / barber shop,Card Machine,1501101855685-67af0f89-bf25-4682-b248-6bb0e2b5d1c0,2021-11-19 10:51:27,23,19000,24750,,collections_on_hold
Company,2020-07-01 00:00:00,Free State,Retail,Retail apparel,Jewelry and watches,Payment Request,1595851480381-ba2d1653-191d-4e20-8e02-ca5cbc5d0c40,2021-09-09 18:35:59,21,23000,29950,5893.86,open
Company,2020-08-01 00:00:00,Gauteng,Home and repair,Asset repair,Computer Services,Payment Request,1596543697369-3ec95526-0184-417e-b512-2e42f4dde719,2021-11-18 11:09:52,16,5500,6760,,collections_on_hold
Company,2020-08-01 00:00:00,North West,"Food, drink and hospitality",Sit-in,Café,Card Machine,1595332150281-f99acc93-630f-4edb-bea4-b820d917796c,2021-10-21 14:37:26,24,172000,220210,24275.04,open
Company,2020-08-01 00:00:00,Western Cape,Retail,Other retail,Other Retail,Card Machine,1597823930125-b071b504-7223-4a57-a41c-61ae3d6e5928,2021-11-15 07:12:27,17,24000,47952,5103.56,open
Company,2020-08-01 00:00:00,Mpumalanga,"Food, drink and hospitality",Sit-in,Restaurant,Card Machine,1597932180616-a0ccece5-cd2b-430a-9cd4-91ff7e191d91,2021-09-28 11:45:39,24,143000,391895,391895,finished
Company,2020-08-01 00:00:00,Western Cape,"Food, drink and hospitality",Takeaway,Caterer,Card Machine,1598380337291-820a2259-0974-412c-a375-339fcc55df67,2021-09-16 17:20:13,22,10000,13050,11430.32,open
Sole Proprietor,2020-08-01 00:00:00,Eastern Cape,"Food, drink and hospitality",Sit-in,Bar/Club/Wine Farm,Card Machine,1598522601912-bfee48c3-049e-4bfe-9e41-d8b10c6da1ef,2021-11-26 15:24:24,10.97,150000,163500,,collections_on_hold
Sole Proprietor,2020-08-01 00:00:00,Gauteng,"Healthcare, beauty and fitness",Beauty,Hair salon / barber shop,Card Machine,1598559286921-ff0f4d56-21cc-4c73-b9c8-d3adf4d185c4,2021-10-05 14:33:48,8,3000,7951,1730.4,open
Company,2020-08-01 00:00:00,Eastern Cape,"Food, drink and hospitality",Takeaway,Food truck / cart,Card Machine,1596660585492-2c6b88fe-e466-4427-8c95-091ad67731f8,2021-09-30 08:00:37,21,51000,71138,20533.58,open
Sole Proprietor,2020-09-01 00:00:00,Gauteng,"Food, drink and hospitality",Other food,"Other Food, Drink & Hospitality",Card Machine,1599666833310-4ef19da3-5cc4-4beb-bce2-a7680e60bbe9,2021-09-27 08:32:12,15.89,550000,676500,139434.76,open
Sole Proprietor,2020-09-01 00:00:00,Gauteng,Travel and tourism,Accomodation,Hotel,Payment Request,1599724871419-c13e97ea-1c10-413e-81f8-c50dbdc4c7bb,2021-10-20 14:35:29,17,4500,5540,2786.3,open
Sole Proprietor,2020-09-01 00:00:00,Gauteng,Retail,Retail gifts,Card Shop/Gifts/Souvenirs,Card Machine,1581682674232-a8771036-58b6-4e38-984e-8f51c343fbfb,2021-11-09 09:18:37,24,12500,16300,1077.6,open
Sole Proprietor,2020-09-01 00:00:00,Gauteng,Home and repair,Asset repair,Automotive services,Card Machine,1600610183613-a5f01c69-ff7d-446c-b095-bb58552423ef,2021-10-08 15:03:38,22,6000,7850,1735.8,open
Sole Proprietor,2020-09-01 00:00:00,Western Cape,"Healthcare, beauty and fitness",Beauty,Beauty salon/Spa,Card Machine,1600190703231-6c858ed8-6e3d-4c3a-ab4e-273238a9307e,2021-11-18 12:03:06,23,9000,11750,,collections_on_hold
Company,2020-09-01 00:00:00,Mpumalanga,"Food, drink and hospitality",Sit-in,Bar/Club/Wine Farm,Card Machine,1561651301046-83336218-a38f-4c04-87c0-5dc8ed852ed3,2021-11-04 13:59:54,23,44000,57250,460,open
Company,2020-09-01 00:00:00,Eastern Cape,"Healthcare, beauty and fitness",Beauty,Beauty salon/Spa,Card Machine,1601109293374-d046f770-5422-41c1-a8a5-c71abb62009b,2021-09-21 17:43:35,10,20000,24450,16369.17,open
Sole Proprietor,2020-09-01 00:00:00,Kwazulu-Natal,"Healthcare, beauty and fitness",Beauty,Beauty salon/Spa,Card Machine,1601483784749-c3235dc4-3f76-4f34-a68b-f5d6b92302ed,2021-09-06 14:54:24,22,3000,3710,3289,open
Sole Proprietor,2020-10-01 00:00:00,Western Cape,Retail,Retail home,Furniture / Home goods,Card Machine,1601712851462-bacf89a9-7b3d-4610-af2c-6da1f63de015,2021-11-02 14:53:56,22,18000,23450,3778.38,open
Company,2020-10-01 00:00:00,Gauteng,"Food, drink and hospitality",Sit-in,Café,Card Machine,1602882667861-5dbd36ac-be12-4474-969f-0b4711443f44,2021-09-24 13:15:03,21,11500,32118,9084.18,open
Sole Proprietor,2020-10-01 00:00:00,Western Cape,Home and repair,Home repair,Cleaning/Laundry Services,Card Machine,1601376381188-fdb4e457-0773-4405-b6f8-1e76d5c47016,2021-09-29 13:38:08,5,20000,27013,6118.9,open
Sole Proprietor,2020-10-01 00:00:00,Free State,"Food, drink and hospitality",Sit-in,Restaurant,Card Machine,1603802318885-ab738b2d-8d18-4c27-9085-cc13a8c22f36,2021-11-24 08:46:03,24,10000,15408,,collections_on_hold
Sole Proprietor,2020-11-01 00:00:00,Western Cape,"Food, drink and hospitality",Sit-in,Café,Payment Request,1604480727488-959b17e6-d4f9-44c8-8f72-cb243280888b,2021-10-28 05:55:21,15,160000,208050,49468.52,open
Sole Proprietor,2020-11-01 00:00:00,Gauteng,"Healthcare, beauty and fitness",Beauty,Hair salon / barber shop,Card Machine,1604733139187-2e643f84-5a4c-4720-ac33-a3373b4e7bef,2021-11-08 09:37:51,24,30000,39050,6076.56,open
Company,2020-11-01 00:00:00,Gauteng,"Food, drink and hospitality",Sit-in,Restaurant,Card Machine,1605166815002-fb4120cc-b7f9-450a-8b41-76017111472d,2021-10-20 20:10:37,22,60000,78050,13641.76,open
